Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Is Peak Hour,Code Description
2024-01-21,11:02,Sunday,DUNDAS,MUSAN,3,9,N,Line 1 Yonge-University,6066,False,Unsanitary Vehicle
2024-01-21,12:08,Sunday,YORK MILLS,SUDP,6,12,S,Line 1 Yonge-University,5616,False,Disorderly Patron
2024-01-21,12:44,Sunday,SPADINA YUS,SUDP,5,12,N,Line 1 Yonge-University,5411,False,Disorderly Patron
2024-01-21,13:37,Sunday,DUNDAS,SUO,7,14,N,Line 1 Yonge-University,5721,False,Passenger Other
2024-01-21,14:54,Sunday,LAWRENCE,MUO,4,10,S,Line 1 Yonge-University,6061,False,Miscellaneous Other
2024-01-21,15:45,Sunday,SHEPPARD,SUUT,7,12,S,Line 1 Yonge-University,5611,False,Unauthorized at Track Level
2024-01-21,16:23,Sunday,BLOOR,PUOPO,3,9,S,Line 1 Yonge-University,5811,True,OPTO (COMMS) Train Door Monitoring
2024-01-21,16:50,Sunday,SHEPPARD,SUDP,11,17,S,Line 1 Yonge-University,5916,True,Disorderly Patron
2024-01-21,17:08,Sunday,SHERBOURNE,EUDO,7,11,E,Line 2 Bloor-Danforth,5062,True,Door Problems - Faulty Equipment
2024-01-21,18:16,Sunday,UNION,PUOPO,5,11,N,Line 1 Yonge-University,5616,True,OPTO (COMMS) Train Door Monitoring
2024-01-21,18:59,Sunday,YORK MILLS,SUEAS,12,18,S,Line 1 Yonge-University,5971,True,Emergency Alarm Station Activation
2024-01-21,19:06,Sunday,WELLESLEY,SUDP,4,11,N,Line 1 Yonge-University,5426,False,Disorderly Patron
2024-01-21,19:25,Sunday,WELLESLEY,SUO,8,14,S,Line 1 Yonge-University,5811,False,Passenger Other
2024-01-21,22:01,Sunday,KENNEDY BD,MUIR,6,12,W,Line 2 Bloor-Danforth,5205,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-21,22:41,Sunday,DUNDAS,SUUT,8,13,S,Line 1 Yonge-University,5971,False,Unauthorized at Track Level
2024-01-21,01:07,Sunday,CHESTER,SUO,6,12,E,Line 2 Bloor-Danforth,5355,False,Passenger Other
2024-01-22,06:06,Monday,HIGHWAY 407,PUOPO,3,9,S,Line 1 Yonge-University,5841,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,06:08,Monday,ST PATRICK,PUSO,4,0,N,Line 1 Yonge-University,5811,False,S/E/C Department Other
2024-01-22,06:14,Monday,HIGHWAY 407,PUOPO,6,9,S,Line 1 Yonge-University,5896,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,06:16,Monday,FINCH WEST,PUOPO,5,11,S,Line 1 Yonge-University,5841,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,06:24,Monday,PIONEER VILLAGE STATIO,PUOPO,4,7,S,Line 1 Yonge-University,5896,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,08:21,Monday,YORK MILLS,MUPAA,4,7,N,Line 1 Yonge-University,5616,True,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-22,08:29,Monday,ISLINGTON,MUCL,5,7,W,Line 2 Bloor-Danforth,5053,True,Divisional Clerk Related
2024-01-22,08:34,Monday,LAWRENCE,EUDO,6,9,N,Line 1 Yonge-University,5901,True,Door Problems - Faulty Equipment
2024-01-22,08:48,Monday,EGLINTON,MUATC,6,9,N,Line 1 Yonge-University,6131,True,ATC Project
2024-01-22,08:56,Monday,LAWRENCE,EUTRD,6,9,N,Line 1 Yonge-University,6131,True,TR Cab Doors
2024-01-22,10:01,Monday,LAWRENCE WEST,PUOPO,5,8,N,Line 1 Yonge-University,5906,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,10:09,Monday,WILSON,PUOPO,5,8,N,Line 1 Yonge-University,5906,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,10:27,Monday,SPADINA BD,TUOS,5,9,E,Line 2 Bloor-Danforth,5347,False,Operator Overshot Platform
2024-01-22,10:28,Monday,BLOOR,MUPAA,5,9,N,Line 1 Yonge-University,6001,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-22,12:07,Monday,ST CLAIR WEST,MUIS,9,18,,Line 1 Yonge-University,0,False,Injured or ill Customer (In Station) - Transported
2024-01-22,12:29,Monday,SHEPPARD WEST,MUSAN,5,10,S,Line 1 Yonge-University,5796,False,Unsanitary Vehicle
2024-01-22,14:39,Monday,KENNEDY BD,PUTDN,9,13,E,Line 2 Bloor-Danforth,5329,False,Debris At Track Level - Uncontrollable
2024-01-22,14:56,Monday,KIPLING,TUSC,3,7,W,Line 2 Bloor-Danforth,5312,False,Operator Overspeeding
2024-01-22,15:10,Monday,EGLINTON,SUEAS,7,12,S,Line 1 Yonge-University,6081,False,Emergency Alarm Station Activation
2024-01-22,15:21,Monday,NORTH YORK CTR,EUBK,3,8,S,Line 1 Yonge-University,5581,False,Brakes
2024-01-22,15:30,Monday,YORK MILLS,EUCD,3,8,S,Line 1 Yonge-University,5581,False,Consequential Delay (2nd Delay Same Fault)
2024-01-22,15:55,Monday,CASTLE FRANK,SUUT,6,10,E,Line 2 Bloor-Danforth,5031,False,Unauthorized at Track Level
2024-01-22,16:16,Monday,WILSON,TUNIP,5,10,S,Line 1 Yonge-University,5931,True,Operator Not In Position
2024-01-22,16:52,Monday,KENNEDY BD,SUDP,3,6,W,Line 2 Bloor-Danforth,5339,True,Disorderly Patron
2024-01-22,18:08,Monday,GREENWOOD,MUSAN,3,6,E,Line 2 Bloor-Danforth,5329,True,Unsanitary Vehicle
2024-01-22,18:37,Monday,ST PATRICK,MUSAN,3,6,N,Line 1 Yonge-University,5381,True,Unsanitary Vehicle
2024-01-22,18:46,Monday,WILSON,MUPAA,4,7,S,Line 1 Yonge-University,5936,True,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-22,18:49,Monday,KENNEDY BD,SUO,3,6,W,Line 2 Bloor-Danforth,5339,True,Passenger Other
2024-01-22,18:57,Monday,KIPLING,TUO,3,6,E,Line 2 Bloor-Danforth,5295,True,Transportation Department - Other
2024-01-22,18:57,Monday,GLENCAIRN,SUDP,6,9,S,Line 1 Yonge-University,5936,True,Disorderly Patron
2024-01-22,19:08,Monday,EGLINTON WEST,SUDP,4,7,S,Line 1 Yonge-University,6021,False,Disorderly Patron
2024-01-22,19:45,Monday,WILSON,PUOPO,8,11,N,Line 1 Yonge-University,5906,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,19:57,Monday,SHEPPARD WEST,PUOPO,9,12,N,Line 1 Yonge-University,5906,False,OPTO (COMMS) Train Door Monitoring
2024-01-22,20:09,Monday,YORK MILLS,MUPAA,5,8,N,Line 1 Yonge-University,6021,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-22,22:23,Monday,ST ANDREW,MUDD,7,12,N,Line 1 Yonge-University,6101,False,Door Problems - Debris Related
2024-01-22,23:01,Monday,CASTLE FRANK,SUUT,9,14,E,Line 2 Bloor-Danforth,5139,False,Unauthorized at Track Level
2024-01-22,23:27,Monday,OLD MILL,SUDP,13,18,E,Line 2 Bloor-Danforth,5040,False,Disorderly Patron
2024-01-22,00:03,Monday,FINCH,MUIR,6,12,,Line 1 Yonge-University,5576,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-22,01:07,Monday,EGLINTON WEST,SUDP,23,28,S,Line 1 Yonge-University,6021,False,Disorderly Patron
2024-01-23,05:36,Tuesday,YORK MILLS,MUATC,4,0,N,Line 1 Yonge-University,6051,False,ATC Project
2024-01-23,06:33,Tuesday,BLOOR,MUATC,3,0,S,Line 1 Yonge-University,6006,False,ATC Project
2024-01-23,06:44,Tuesday,HIGHWAY 407,PUOPO,5,9,S,Line 1 Yonge-University,5841,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,06:55,Tuesday,FINCH WEST,PUOPO,3,6,S,Line 1 Yonge-University,5841,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,07:17,Tuesday,QUEEN'S PARK,PUOPO,4,7,S,Line 1 Yonge-University,5921,True,OPTO (COMMS) Train Door Monitoring
2024-01-23,07:23,Tuesday,ST PATRICK,PUOPO,3,6,S,Line 1 Yonge-University,5921,True,OPTO (COMMS) Train Door Monitoring
2024-01-23,07:26,Tuesday,LAWRENCE,PUOPO,9,12,N,Line 1 Yonge-University,5896,True,OPTO (COMMS) Train Door Monitoring
2024-01-23,07:37,Tuesday,NORTH YORK CTR,PUOPO,3,6,S,Line 1 Yonge-University,5736,True,OPTO (COMMS) Train Door Monitoring
2024-01-23,08:11,Tuesday,ROSEDALE,MUIR,3,6,S,Line 1 Yonge-University,5706,True,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-23,08:20,Tuesday,KENNEDY BD,MUSAN,3,5,W,Line 2 Bloor-Danforth,5339,True,Unsanitary Vehicle
2024-01-23,08:23,Tuesday,SHEPPARD,SUDP,3,6,S,Line 1 Yonge-University,5916,True,Disorderly Patron
2024-01-23,08:35,Tuesday,COXWELL,MUSAN,3,5,W,Line 2 Bloor-Danforth,5197,True,Unsanitary Vehicle
2024-01-23,08:41,Tuesday,BLOOR,MUIR,3,6,S,Line 1 Yonge-University,6071,True,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-23,08:46,Tuesday,UNION,MUSAN,3,6,N,Line 1 Yonge-University,5856,True,Unsanitary Vehicle
2024-01-23,08:46,Tuesday,SHEPPARD WEST,PUOPO,5,8,N,Line 1 Yonge-University,5906,True,OPTO (COMMS) Train Door Monitoring
2024-01-23,08:52,Tuesday,DOWNSVIEW PARK,PUOPO,3,6,N,Line 1 Yonge-University,5906,True,OPTO (COMMS) Train Door Monitoring
2024-01-23,10:39,Tuesday,FINCH WEST,MUATC,5,9,N,Line 1 Yonge-University,6041,False,ATC Project
2024-01-23,11:16,Tuesday,CHESTER,SUROB,7,11,W,Line 2 Bloor-Danforth,5157,False,Robbery
2024-01-23,11:17,Tuesday,COLLEGE,MUPAA,4,9,S,Line 1 Yonge-University,5476,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-23,11:34,Tuesday,UNION,MUSAN,5,10,N,Line 1 Yonge-University,5391,False,Unsanitary Vehicle
2024-01-23,11:43,Tuesday,ST GEORGE YUS,MUSAN,3,8,N,Line 1 Yonge-University,5751,False,Unsanitary Vehicle
2024-01-23,12:11,Tuesday,KEELE,SUDP,4,8,E,Line 2 Bloor-Danforth,5091,False,Disorderly Patron
2024-01-23,12:24,Tuesday,ROSEDALE,PUOPO,3,8,S,Line 1 Yonge-University,6126,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,13:39,Tuesday,KING,SUDP,5,10,S,Line 1 Yonge-University,5681,False,Disorderly Patron
2024-01-23,13:58,Tuesday,OLD MILL,TUMVS,4,8,W,Line 2 Bloor-Danforth,5259,False,Operator Violated Signal
2024-01-23,14:18,Tuesday,FINCH WEST,PUOPO,5,10,N,Line 1 Yonge-University,5841,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,14:25,Tuesday,YORK UNIVERSITY STATIO,TUO,3,8,N,Line 1 Yonge-University,5841,False,Transportation Department - Other
2024-01-23,14:33,Tuesday,PIONEER VILLAGE STATIO,PUOPO,5,10,N,Line 1 Yonge-University,5841,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,15:34,Tuesday,DUNDAS,MUPAA,3,8,N,Line 1 Yonge-University,6091,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-23,16:41,Tuesday,SPADINA YUS,MUIR,3,6,S,Line 1 Yonge-University,5911,True,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-23,16:58,Tuesday,UNION,MUIR,3,6,S,Line 1 Yonge-University,5916,True,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-23,17:29,Tuesday,GLENCAIRN,SUDP,5,8,N,Line 1 Yonge-University,5576,True,Disorderly Patron
2024-01-23,20:00,Tuesday,WILSON,PUOPO,6,9,N,Line 1 Yonge-University,5616,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,20:43,Tuesday,ST GEORGE YUS,SUDP,9,14,N,Line 1 Yonge-University,5551,False,Disorderly Patron
2024-01-23,20:56,Tuesday,YORKDALE,PUOPO,3,8,S,Line 1 Yonge-University,5786,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,21:32,Tuesday,VICTORIA PARK,MUDD,3,9,W,Line 2 Bloor-Danforth,5272,False,Door Problems - Debris Related
2024-01-23,21:50,Tuesday,LANSDOWNE,EUVE,3,9,W,Line 2 Bloor-Danforth,5106,False,Work Vehicle
2024-01-23,23:33,Tuesday,EGLINTON WEST,PUOPO,14,19,N,Line 1 Yonge-University,5796,False,OPTO (COMMS) Train Door Monitoring
2024-01-23,00:57,Tuesday,QUEEN,SUDP,4,9,N,Line 1 Yonge-University,5611,False,Disorderly Patron
2024-01-23,01:40,Tuesday,WARDEN,MUIR,9,0,W,Line 2 Bloor-Danforth,5155,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-23,19:41,Tuesday,DON MILLS,SUO,4,11,,Line 4 Sheppard,0,False,Passenger Other
2024-01-24,05:39,Wednesday,YORK MILLS,MUATC,6,0,N,Line 1 Yonge-University,5556,False,ATC Project
2024-01-24,06:16,Wednesday,GREENWOOD,EUBK,4,7,E,Line 2 Bloor-Danforth,5194,False,Brakes
2024-01-24,06:17,Wednesday,OLD MILL,TUSC,5,8,W,Line 2 Bloor-Danforth,5263,False,Operator Overspeeding
2024-01-24,06:28,Wednesday,WILSON,MUATC,4,0,N,Line 1 Yonge-University,6056,False,ATC Project
2024-01-24,06:30,Wednesday,WARDEN,PUSNT,3,5,E,Line 2 Bloor-Danforth,5168,False,Signal Problem - No Trouble
2024-01-24,07:06,Wednesday,FINCH,TUO,5,8,S,Line 1 Yonge-University,5916,True,Transportation Department - Other
2024-01-24,07:20,Wednesday,KIPLING,MUI,3,6,E,Line 2 Bloor-Danforth,5160,True,Injured or ill Customer (On Train) - Transported
2024-01-24,07:57,Wednesday,LANSDOWNE TO ROYAL YOR,MUO,5,7,,Line 2 Bloor-Danforth,0,True,Miscellaneous Other
2024-01-24,08:28,Wednesday,SHEPPARD WEST,MUSAN,6,9,N,Line 1 Yonge-University,5891,True,Unsanitary Vehicle
2024-01-24,09:14,Wednesday,OSSINGTON TO PAPE,MUO,5,7,E,Line 2 Bloor-Danforth,0,False,Miscellaneous Other
2024-01-24,09:28,Wednesday,KIPLING STATION TO JAN,MUO,5,7,E,Line 2 Bloor-Danforth,0,False,Miscellaneous Other
2024-01-24,10:59,Wednesday,EGLINTON,SUO,18,23,N,Line 1 Yonge-University,5726,False,Passenger Other
2024-01-24,11:22,Wednesday,KEELE,MUTO,3,7,W,Line 2 Bloor-Danforth,5252,False,Misc. Transportation Other - Employee Non-Chargeable
2024-01-24,11:51,Wednesday,ROYAL YORK,SUAP,6,10,E,Line 2 Bloor-Danforth,5095,False,Assault / Patron Involved
2024-01-24,11:55,Wednesday,OLD MILL,SUDP,28,32,E,Line 2 Bloor-Danforth,5095,False,Disorderly Patron
2024-01-24,12:03,Wednesday,DAVISVILLE,SUUT,3,8,N,Line 1 Yonge-University,5696,False,Unauthorized at Track Level
2024-01-24,12:08,Wednesday,WELLESLEY,SUDP,4,9,N,Line 1 Yonge-University,5941,False,Disorderly Patron
2024-01-24,12:18,Wednesday,ROSEDALE,SUDP,4,9,S,Line 1 Yonge-University,6061,False,Disorderly Patron
2024-01-24,12:30,Wednesday,COLLEGE,PUOPO,10,15,S,Line 1 Yonge-University,5796,False,OPTO (COMMS) Train Door Monitoring
2024-01-24,12:51,Wednesday,ST CLAIR,SUO,7,12,N,Line 1 Yonge-University,5856,False,Passenger Other
2024-01-24,15:10,Wednesday,KIPLING,EUNT,4,8,E,Line 2 Bloor-Danforth,5143,False,Equipment - No Trouble Found
2024-01-24,15:27,Wednesday,ISLINGTON,MUIR,3,6,E,Line 2 Bloor-Danforth,5368,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-24,16:25,Wednesday,COXWELL,MUNOA,4,7,W,Line 2 Bloor-Danforth,5034,True,No Operator Immediately Available - Not E.S.A. Related 
2024-01-24,16:42,Wednesday,YONGE BD,SUUT,36,39,W,Line 2 Bloor-Danforth,5040,True,Unauthorized at Track Level
2024-01-24,17:27,Wednesday,WELLESLEY,SUEAS,12,15,N,Line 1 Yonge-University,6066,True,Emergency Alarm Station Activation
2024-01-24,17:43,Wednesday,GLENCAIRN,SUO,6,9,N,Line 1 Yonge-University,5596,True,Passenger Other
2024-01-24,19:27,Wednesday,COXWELL,TUCC,4,9,W,Line 2 Bloor-Danforth,5278,False,Transit Control Related Problems
2024-01-24,19:29,Wednesday,DAVISVILLE,MUI,7,12,N,Line 1 Yonge-University,5631,False,Injured or ill Customer (On Train) - Transported
2024-01-24,19:36,Wednesday,COXWELL,TUNIP,4,9,W,Line 2 Bloor-Danforth,5162,False,Operator Not In Position
2024-01-24,20:21,Wednesday,YONGE BD,MUPAA,4,9,W,Line 2 Bloor-Danforth,5364,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-24,20:35,Wednesday,ISLINGTON,SUG,5,10,E,Line 2 Bloor-Danforth,5191,False,Graffiti / Scratchiti
2024-01-24,20:38,Wednesday,COLLEGE,MUPAA,4,9,S,Line 1 Yonge-University,5636,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-24,21:12,Wednesday,CHESTER,SUG,5,10,W,Line 2 Bloor-Danforth,5162,False,Graffiti / Scratchiti
2024-01-24,22:15,Wednesday,SHERBOURNE,MUIRS,19,24,E,Line 2 Bloor-Danforth,5092,False,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-24,23:55,Wednesday,BLOOR,SUO,5,11,N,Line 1 Yonge-University,6031,False,Passenger Other
2024-01-24,00:22,Wednesday,ROSEDALE,SUEAS,6,11,N,Line 1 Yonge-University,5976,False,Emergency Alarm Station Activation
2024-01-24,01:12,Wednesday,SHEPPARD,MUTO,5,10,S,Line 1 Yonge-University,5806,False,Misc. Transportation Other - Employee Non-Chargeable
2024-01-25,05:44,Thursday,KIPLING,EUNT,7,14,E,Line 2 Bloor-Danforth,5085,False,Equipment - No Trouble Found
2024-01-25,05:53,Thursday,VAUGHAN MC,TUATC,4,0,S,Line 1 Yonge-University,5776,False,ATC Operator Related
2024-01-25,06:08,Thursday,EGLINTON,MUO,5,10,N,Line 1 Yonge-University,5616,False,Miscellaneous Other
2024-01-25,06:19,Thursday,KIPLING,TUSUP,6,0,E,Line 2 Bloor-Danforth,5336,False,Supervisory Error
2024-01-25,06:20,Thursday,QUEEN'S PARK,PUOPO,5,9,N,Line 1 Yonge-University,5816,False,OPTO (COMMS) Train Door Monitoring
2024-01-25,07:24,Thursday,LANSDOWNE TO ROYAL YOR,MUO,10,0,W,Line 2 Bloor-Danforth,0,True,Miscellaneous Other
2024-01-25,07:53,Thursday,ST CLAIR WEST,MUPAA,5,8,S,Line 1 Yonge-University,5386,True,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-25,08:57,Thursday,EGLINTON,MUTO,3,6,S,Line 1 Yonge-University,5796,True,Misc. Transportation Other - Employee Non-Chargeable
2024-01-25,09:04,Thursday,BROADVIEW,MUO,10,12,E,Line 2 Bloor-Danforth,0,False,Miscellaneous Other
2024-01-25,09:12,Thursday,DUPONT,MUI,38,41,N,Line 1 Yonge-University,5391,False,Injured or ill Customer (On Train) - Transported
2024-01-25,09:21,Thursday,YORKDALE,PUOPO,3,6,S,Line 1 Yonge-University,5846,False,OPTO (COMMS) Train Door Monitoring
2024-01-25,10:04,Thursday,COLLEGE,MUPAA,4,7,S,Line 1 Yonge-University,5616,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-25,10:11,Thursday,DUNDAS,PUOPO,5,8,S,Line 1 Yonge-University,5616,False,OPTO (COMMS) Train Door Monitoring
2024-01-25,10:41,Thursday,YORKDALE,PUOPO,6,10,S,Line 1 Yonge-University,5466,False,OPTO (COMMS) Train Door Monitoring
2024-01-25,11:47,Thursday,VAUGHAN MC,MUI,5,10,S,Line 1 Yonge-University,5741,False,Injured or ill Customer (On Train) - Transported
2024-01-25,12:18,Thursday,PAPE,SUO,9,13,E,Line 2 Bloor-Danforth,5315,False,Passenger Other
2024-01-25,12:32,Thursday,YORKDALE,PUOPO,10,15,S,Line 1 Yonge-University,5846,False,OPTO (COMMS) Train Door Monitoring
2024-01-25,12:35,Thursday,DOWNSVIEW PARK,SUDP,5,10,S,Line 1 Yonge-University,6131,False,Disorderly Patron
2024-01-25,14:36,Thursday,WILSON,TUO,12,17,S,Line 1 Yonge-University,5656,False,Transportation Department - Other
2024-01-25,15:38,Thursday,DUNDAS,MUO,9,14,S,Line 1 Yonge-University,5746,False,Miscellaneous Other
2024-01-25,16:08,Thursday,QUEEN'S PARK,SUDP,16,19,S,Line 1 Yonge-University,6131,True,Disorderly Patron
2024-01-25,16:25,Thursday,SPADINA YUS,SUEAS,10,13,S,Line 1 Yonge-University,5916,True,Emergency Alarm Station Activation
2024-01-25,16:48,Thursday,DAVISVILLE,MUNOA,5,10,,Line 1 Yonge-University,5676,True,No Operator Immediately Available - Not E.S.A. Related 
2024-01-25,16:50,Thursday,WELLESLEY,MUPAA,5,8,N,Line 1 Yonge-University,5936,True,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-25,17:18,Thursday,FINCH,TUATC,3,6,S,Line 1 Yonge-University,6136,True,ATC Operator Related
2024-01-25,19:12,Thursday,ST CLAIR,MUATC,7,12,S,Line 1 Yonge-University,6041,False,ATC Project
2024-01-25,19:45,Thursday,LANSDOWNE,SUAP,14,19,W,Line 2 Bloor-Danforth,5252,False,Assault / Patron Involved
2024-01-25,19:52,Thursday,OSGOODE,EUCD,14,19,N,Line 1 Yonge-University,5861,False,Consequential Delay (2nd Delay Same Fault)
2024-01-25,20:27,Thursday,NORTH YORK CTR,SUDP,9,14,S,Line 1 Yonge-University,5931,False,Disorderly Patron
2024-01-25,21:26,Thursday,ROSEDALE,MUIR,14,19,N,Line 1 Yonge-University,6061,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-25,21:36,Thursday,BLOOR,MUI,27,32,N,Line 1 Yonge-University,5776,False,Injured or ill Customer (On Train) - Transported
2024-01-25,22:59,Thursday,ROSEDALE,MUPAA,4,9,N,Line 1 Yonge-University,5466,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-25,23:12,Thursday,SHEPPARD-YONGE,SUO,5,10,N,Line 1 Yonge-University,5976,False,Passenger Other
2024-01-25,23:48,Thursday,DOWNSVIEW PARK,PUSRA,9,14,S,Line 1 Yonge-University,6061,False,Subway Radio System Fault 
2024-01-25,01:01,Thursday,BLOOR,MUPAA,3,8,N,Line 1 Yonge-University,5671,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-25,01:46,Thursday,OSSINGTON,PUTOE,4,9,W,Line 2 Bloor-Danforth,5291,False,T & S Operator Related Problems
2024-01-25,01:47,Thursday,ROSEDALE,SUEAS,9,14,N,Line 1 Yonge-University,5976,False,Emergency Alarm Station Activation
2024-01-25,12:39,Thursday,BAYVIEW,SUPOL,14,21,E,Line 4 Sheppard,6146,False,Held By Polce - Non-TTC Related
2024-01-26,02:20,Friday,FINCH WEST CENTER TRAC,SUUT,15,20,N,Line 1 Yonge-University,5881,False,Unauthorized at Track Level
2024-01-26,05:07,Friday,LANSDOWNE,PUSTC,4,0,W,Line 2 Bloor-Danforth,5162,False,Signals - Track Circuit Problems
2024-01-26,05:42,Friday,YORK MILLS,MUO,4,0,S,Line 1 Yonge-University,5646,False,Miscellaneous Other
2024-01-26,05:55,Friday,GREENWOOD,EUYRD,6,10,E,Line 2 Bloor-Danforth,5157,False,Yard/Carhouse Related Problems
2024-01-26,05:57,Friday,YONGE BD,EUYRD,3,5,W,Line 2 Bloor-Danforth,5162,False,Yard/Carhouse Related Problems
2024-01-26,06:08,Friday,MUSEUM,MUO,7,0,N,Line 1 Yonge-University,5901,False,Miscellaneous Other
2024-01-26,06:37,Friday,BLOOR,MUI,5,8,S,Line 1 Yonge-University,5676,False,Injured or ill Customer (On Train) - Transported
2024-01-26,07:18,Friday,OLD MILL,TUMVS,4,7,W,Line 2 Bloor-Danforth,5139,True,Operator Violated Signal
2024-01-26,07:41,Friday,KIPLING,MUPAA,3,5,E,Line 2 Bloor-Danforth,5115,True,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-26,08:07,Friday,CHESTER,MUO,10,12,E,Line 2 Bloor-Danforth,0,True,Miscellaneous Other
2024-01-26,08:26,Friday,LAWRENCE WEST,MUI,16,19,N,Line 1 Yonge-University,5496,True,Injured or ill Customer (On Train) - Transported
2024-01-26,08:26,Friday,ST GEORGE YUS,SUDP,3,6,S,Line 1 Yonge-University,5451,True,Disorderly Patron
2024-01-26,11:27,Friday,FINCH WEST,MUIR,4,7,N,Line 1 Yonge-University,5986,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-26,11:37,Friday,FINCH WEST,MUIR,5,9,S,Line 1 Yonge-University,5986,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-26,11:42,Friday,FINCH WEST,MUIR,4,8,N,Line 1 Yonge-University,5961,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-26,11:55,Friday,COXWELL,MUIR,3,7,E,Line 2 Bloor-Danforth,5186,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-26,12:00,Friday,ST GEORGE YUS,MUO,3,8,N,Line 1 Yonge-University,5631,False,Miscellaneous Other
2024-01-26,12:19,Friday,KENNEDY BD,MUIR,4,8,W,Line 2 Bloor-Danforth,5203,False,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-26,12:37,Friday,ST CLAIR,EUDO,4,9,N,Line 1 Yonge-University,5411,False,Door Problems - Faulty Equipment
2024-01-26,13:27,Friday,KENNEDY BD,EUDO,4,8,W,Line 2 Bloor-Danforth,5250,False,Door Problems - Faulty Equipment
2024-01-26,13:28,Friday,MAIN STREET,MUD,4,8,W,Line 2 Bloor-Danforth,5356,False,Door Problems - Passenger Related
2024-01-26,14:05,Friday,VAUGHAN MC,PUOPO,5,10,S,Line 1 Yonge-University,5491,False,OPTO (COMMS) Train Door Monitoring
2024-01-26,14:10,Friday,NORTH YORK CTR,MUPAA,3,8,S,Line 1 Yonge-University,5786,False,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-26,14:10,Friday,HIGHWAY 407,PUOPO,4,8,S,Line 1 Yonge-University,5491,False,OPTO (COMMS) Train Door Monitoring
2024-01-26,14:14,Friday,COXWELL,TUNIP,4,8,W,Line 2 Bloor-Danforth,5004,False,Operator Not In Position
2024-01-26,15:56,Friday,MUSEUM,SUUT,16,21,N,Line 1 Yonge-University,6006,False,Unauthorized at Track Level
2024-01-26,17:46,Friday,WELLESLEY,SUUT,10,13,N,Line 1 Yonge-University,6001,True,Unauthorized at Track Level
2024-01-26,18:28,Friday,FINCH WEST,SUDP,7,10,S,Line 1 Yonge-University,5541,True,Disorderly Patron
2024-01-26,19:27,Friday,UNION,MUSAN,3,6,S,Line 1 Yonge-University,5406,False,Unsanitary Vehicle
2024-01-26,19:41,Friday,VAUGHAN MC,SUG,5,10,S,Line 1 Yonge-University,6091,False,Graffiti / Scratchiti
2024-01-26,20:01,Friday,DOWNSVIEW PARK,PUOPO,9,14,S,Line 1 Yonge-University,5466,False,OPTO (COMMS) Train Door Monitoring
2024-01-26,20:35,Friday,DUNDAS,SUDP,5,10,S,Line 1 Yonge-University,5991,False,Disorderly Patron
2024-01-26,20:43,Friday,OSSINGTON,SUUT,11,16,W,Line 2 Bloor-Danforth,5203,False,Unauthorized at Track Level
2024-01-26,20:45,Friday,LAWRENCE,PUOPO,5,9,N,Line 1 Yonge-University,5531,False,OPTO (COMMS) Train Door Monitoring
